0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011745	0.023205	0.032845	0.037683	0.038011	0.032196	0.019459	0.000000	0.000000	0.021751	0.042352	0.056166	0.062144	0.061181	0.051477	0.032182	0.000000	0.000000	0.031170	0.057782	0.072124	0.078724	0.078376	0.067631	0.042983	0.000000	0.000000	0.038893	0.066881	0.081203	0.089776	0.092761	0.083431	0.053812	0.000000	0.000000	0.038661	0.064681	0.081224	0.093265	0.099917	0.091064	0.058257	0.000000	0.000000	0.034024	0.054534	0.069820	0.082692	0.090349	0.082136	0.051245	0.000000	0.000000	0.023667	0.035482	0.045427	0.054851	0.060895	0.054440	0.033197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010159	0.018077	0.024856	0.028891	0.028942	0.024818	0.015781	0.000000	0.000000	0.019486	0.033537	0.043730	0.049788	0.050822	0.046589	0.031598	0.000000	0.000000	0.026894	0.045526	0.058381	0.067618	0.070325	0.064529	0.043474	0.000000	0.000000	0.030823	0.052195	0.068016	0.081050	0.084495	0.073758	0.048087	0.000000	0.000000	0.031369	0.053299	0.070101	0.083034	0.085964	0.074851	0.049444	0.000000	0.000000	0.027424	0.046855	0.061514	0.071550	0.074762	0.067251	0.045722	0.000000	0.000000	0.017287	0.029571	0.038523	0.044999	0.048116	0.043711	0.029014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010546	0.019281	0.025964	0.030974	0.032827	0.030338	0.019772	0.000000	0.000000	0.020136	0.036230	0.047628	0.054570	0.056804	0.050317	0.032125	0.000000	0.000000	0.026882	0.048517	0.063855	0.071972	0.073029	0.062842	0.039357	0.000000	0.000000	0.031611	0.056101	0.073507	0.082956	0.083328	0.071243	0.044960	0.000000	0.000000	0.034678	0.058988	0.076796	0.087605	0.088799	0.076181	0.048511	0.000000	0.000000	0.032828	0.053392	0.070602	0.081984	0.083537	0.069275	0.041302	0.000000	0.000000	0.020245	0.034585	0.048239	0.055564	0.053722	0.042074	0.024242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008158	0.016577	0.024171	0.027940	0.028107	0.024693	0.015200	0.000000	0.000000	0.016461	0.033372	0.045784	0.051220	0.051465	0.044295	0.027249	0.000000	0.000000	0.024278	0.046278	0.062073	0.070049	0.071255	0.062187	0.039123	0.000000	0.000000	0.029785	0.053400	0.071795	0.083171	0.085123	0.075280	0.048816	0.000000	0.000000	0.030653	0.054659	0.073776	0.086994	0.089828	0.080792	0.055063	0.000000	0.000000	0.026220	0.048488	0.065914	0.078465	0.081706	0.072788	0.049757	0.000000	0.000000	0.016192	0.031294	0.043869	0.053207	0.053313	0.043462	0.028774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009916	0.017295	0.022453	0.026699	0.028373	0.025920	0.017034	0.000000	0.000000	0.018908	0.033324	0.044148	0.052414	0.054893	0.048698	0.031204	0.000000	0.000000	0.026736	0.048279	0.064906	0.074940	0.077827	0.070066	0.044635	0.000000	0.000000	0.032432	0.059089	0.079171	0.089759	0.092867	0.083895	0.053651	0.000000	0.000000	0.030220	0.059419	0.082987	0.094480	0.096803	0.087028	0.057030	0.000000	0.000000	0.023524	0.048371	0.072656	0.083188	0.084246	0.077112	0.051618	0.000000	0.000000	0.014026	0.029070	0.045565	0.053118	0.054227	0.049713	0.031771	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010652	0.019073	0.024190	0.027396	0.029256	0.027683	0.016548	0.000000	0.000000	0.021353	0.037108	0.047114	0.053804	0.057895	0.054382	0.033142	0.000000	0.000000	0.030908	0.050981	0.064459	0.074867	0.080839	0.073969	0.046430	0.000000	0.000000	0.034178	0.058356	0.075597	0.089311	0.097543	0.087529	0.055486	0.000000	0.000000	0.032389	0.058465	0.079423	0.097133	0.107753	0.095694	0.062455	0.000000	0.000000	0.027521	0.050422	0.069057	0.086297	0.096812	0.086231	0.055551	0.000000	0.000000	0.017815	0.032118	0.041920	0.050425	0.056089	0.051158	0.032581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011166	0.019868	0.027873	0.032004	0.030029	0.023553	0.013994	0.000000	0.000000	0.019960	0.036165	0.049312	0.054791	0.052661	0.042170	0.024763	0.000000	0.000000	0.028174	0.051053	0.065752	0.071752	0.070500	0.056835	0.033368	0.000000	0.000000	0.032695	0.059567	0.075516	0.083336	0.083571	0.067986	0.040252	0.000000	0.000000	0.032471	0.060595	0.077903	0.086415	0.086272	0.072332	0.044184	0.000000	0.000000	0.026112	0.051699	0.070350	0.078591	0.077378	0.066271	0.041675	0.000000	0.000000	0.015215	0.031229	0.045763	0.052143	0.051208	0.043713	0.027683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010786	0.019786	0.025691	0.028454	0.027926	0.024932	0.017686	0.000000	0.000000	0.021587	0.039267	0.049611	0.054730	0.054546	0.048589	0.033328	0.000000	0.000000	0.030088	0.053746	0.067105	0.074312	0.074915	0.066178	0.043918	0.000000	0.000000	0.034551	0.061759	0.076913	0.085362	0.087068	0.076470	0.048588	0.000000	0.000000	0.034247	0.062081	0.079002	0.088747	0.091701	0.078198	0.046304	0.000000	0.000000	0.030363	0.054706	0.070440	0.078349	0.078719	0.065770	0.039121	0.000000	0.000000	0.020491	0.037960	0.048225	0.051796	0.051005	0.042523	0.025893	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011216	0.020762	0.027561	0.032656	0.034213	0.029940	0.019015	0.000000	0.000000	0.020802	0.037298	0.048193	0.056492	0.059175	0.053003	0.035644	0.000000	0.000000	0.025743	0.046821	0.062697	0.074785	0.079792	0.073586	0.051365	0.000000	0.000000	0.027459	0.050702	0.071100	0.085472	0.091035	0.082336	0.053949	0.000000	0.000000	0.026314	0.048865	0.071645	0.086957	0.090304	0.079162	0.050617	0.000000	0.000000	0.021273	0.040069	0.059638	0.073848	0.076967	0.067245	0.042864	0.000000	0.000000	0.012754	0.023750	0.034741	0.045654	0.050420	0.043458	0.026890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009458	0.016362	0.023087	0.026567	0.025500	0.021622	0.013781	0.000000	0.000000	0.018846	0.033292	0.044572	0.049299	0.048190	0.041373	0.026350	0.000000	0.000000	0.027243	0.047191	0.061686	0.069462	0.069178	0.059105	0.037827	0.000000	0.000000	0.032884	0.055800	0.072945	0.084849	0.086428	0.073615	0.046465	0.000000	0.000000	0.032415	0.057686	0.078194	0.093771	0.097584	0.082757	0.051421	0.000000	0.000000	0.026664	0.051733	0.074484	0.090382	0.095494	0.080790	0.048631	0.000000	0.000000	0.016600	0.034473	0.051825	0.062764	0.067666	0.054306	0.030842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
